Customer ID,Recency,Frequency,Monetary,Cluster,Segment
17008,429,1,81.36,4,Dormant Customers
17009,551,1,242.06,4,Dormant Customers
17010,18,1,195.36,3,New / Developing Customers
17011,30,3,671.7,3,New / Developing Customers
17012,725,1,360.61,4,Dormant Customers
17014,8,3,583.4300000000001,3,New / Developing Customers
17015,29,3,1838.6100000000001,3,New / Developing Customers
17016,577,1,552.4,4,Dormant Customers
17017,3,29,12576.99,0,Champions
17018,41,6,2287.7,2,Loyal Customers
17019,11,11,3602.29,2,Loyal Customers
17020,542,2,935.62,1,At-Risk Customers
17021,442,6,1182.22,1,At-Risk Customers
17022,31,2,260.0,3,New / Developing Customers
17023,417,3,800.18,1,At-Risk Customers
17024,45,3,95.85,3,New / Developing Customers
17025,61,5,1349.67,2,Loyal Customers
17026,185,3,175.82999999999998,4,Dormant Customers
17027,79,9,1310.63,2,Loyal Customers
17028,581,3,1593.83,1,At-Risk Customers
17029,111,7,2137.3,2,Loyal Customers
17030,64,1,146.87,4,Dormant Customers
17031,12,6,2773.85,2,Loyal Customers
17032,548,8,2984.32,1,At-Risk Customers
17033,86,4,1332.79,1,At-Risk Customers
17034,16,5,1276.42,2,Loyal Customers
17035,246,4,613.59,1,At-Risk Customers
17036,383,1,176.9,4,Dormant Customers
17037,88,1,1267.32,1,At-Risk Customers
17038,30,2,743.17,3,New / Developing Customers
17039,604,1,1954.99,1,At-Risk Customers
17040,138,2,463.25,1,At-Risk Customers
17041,27,6,1655.2,2,Loyal Customers
17042,3,5,1036.58,3,New / Developing Customers
17043,32,8,2593.65,2,Loyal Customers
17044,25,12,11962.3,2,Loyal Customers
17045,113,5,827.6800000000001,1,At-Risk Customers
17046,157,5,1906.07,1,At-Risk Customers
17047,85,6,2289.23,2,Loyal Customers
17048,118,7,2071.68,2,Loyal Customers
17049,3,19,9942.53,0,Champions
17050,96,11,4648.59,2,Loyal Customers
17051,194,4,706.49,1,At-Risk Customers
17052,28,1,399.09,3,New / Developing Customers
17053,131,1,498.48,4,Dormant Customers
17054,28,5,1356.33,2,Loyal Customers
17055,446,1,232.85,4,Dormant Customers
17056,738,1,128.60000000000002,4,Dormant Customers
17057,596,1,294.74,4,Dormant Customers
17058,82,3,1179.89,1,At-Risk Customers
17059,30,9,4864.57,2,Loyal Customers
17060,266,1,234.24,4,Dormant Customers
17061,74,11,5232.2300000000005,2,Loyal Customers
17062,314,6,889.75,1,At-Risk Customers
17063,21,13,3638.53,2,Loyal Customers
17064,59,3,855.45,3,New / Developing Customers
17065,638,2,194.7,4,Dormant Customers
17066,726,1,228.34,4,Dormant Customers
17067,725,3,454.54,1,At-Risk Customers
17068,12,47,8987.68,0,Champions
17069,28,14,5517.2300000000005,2,Loyal Customers
17070,114,2,437.42,1,At-Risk Customers
17071,28,13,3793.71,2,Loyal Customers
17072,625,1,273.35,4,Dormant Customers
17073,18,4,1446.09,3,New / Developing Customers
17074,563,1,203.05,4,Dormant Customers
17075,18,10,2236.63,2,Loyal Customers
17076,36,6,1242.75,2,Loyal Customers
17077,578,1,306.0,4,Dormant Customers
17078,36,2,378.2,3,New / Developing Customers
17079,78,1,118.80000000000001,4,Dormant Customers
17080,22,7,957.53,2,Loyal Customers
17081,25,6,949.39,2,Loyal Customers
17082,33,6,4732.03,2,Loyal Customers
17083,109,9,4049.79,2,Loyal Customers
17084,35,3,5001.21,2,Loyal Customers
17085,123,28,7847.67,0,Champions
17086,7,6,2050.08,2,Loyal Customers
17087,738,1,221.53,4,Dormant Customers
17088,28,4,1991.01,2,Loyal Customers
17089,386,1,128.45,4,Dormant Customers
17090,4,13,3080.1800000000003,2,Loyal Customers
17091,3,19,7495.75,0,Champions
17092,50,11,5511.41,2,Loyal Customers
17093,593,1,235.88,4,Dormant Customers
17094,322,2,402.20000000000005,4,Dormant Customers
17095,23,7,2572.25,2,Loyal Customers
17096,15,11,3697.93,2,Loyal Customers
17097,2,9,1143.36,2,Loyal Customers
17098,382,3,591.0699999999999,1,At-Risk Customers
17099,533,1,582.17,4,Dormant Customers
17100,18,2,971.74,3,New / Developing Customers
17101,10,7,2507.05,2,Loyal Customers
17102,262,1,25.5,4,Dormant Customers
17103,722,1,424.3,4,Dormant Customers
17104,424,1,474.03,4,Dormant Customers
17105,159,2,665.78,1,At-Risk Customers
17106,389,1,481.58,4,Dormant Customers
17107,33,10,16052.72,2,Loyal Customers
17108,664,1,174.95,4,Dormant Customers
17109,29,8,1291.71,2,Loyal Customers
17110,165,3,499.9,1,At-Risk Customers
17111,47,2,459.58,3,New / Developing Customers
17112,503,1,197.57,4,Dormant Customers
17113,574,6,2305.59,1,At-Risk Customers
17114,6,8,801.12,2,Loyal Customers
17115,8,7,2761.4900000000002,2,Loyal Customers
17116,648,1,389.78,4,Dormant Customers
17117,288,1,116.19999999999999,4,Dormant Customers
17118,318,1,157.02,4,Dormant Customers
17119,3,2,606.91,3,New / Developing Customers
17120,233,1,307.46,4,Dormant Customers
17121,403,1,314.74,4,Dormant Customers
17122,119,4,570.5,1,At-Risk Customers
17123,162,3,977.17,1,At-Risk Customers
17124,185,1,294.24,4,Dormant Customers
17125,50,1,230.5,3,New / Developing Customers
17126,152,9,2016.43,2,Loyal Customers
17127,429,5,1155.0300000000002,1,At-Risk Customers
17128,335,1,157.09,4,Dormant Customers
17129,520,1,31.85,4,Dormant Customers
17131,5,5,2463.17,2,Loyal Customers
17132,452,2,1220.9099999999999,1,At-Risk Customers
17133,16,12,14622.33,0,Champions
17134,107,3,625.3,1,At-Risk Customers
17135,16,10,1722.18,2,Loyal Customers
17136,662,1,231.68,4,Dormant Customers
17137,416,6,1099.81,1,At-Risk Customers
17138,276,7,4417.27,1,At-Risk Customers
17139,16,25,19566.76,0,Champions
17140,247,1,454.12,4,Dormant Customers
17141,418,4,727.58,1,At-Risk Customers
17142,239,4,1275.25,1,At-Risk Customers
17143,417,2,880.97,1,At-Risk Customers
17144,1,2,984.57,3,New / Developing Customers
17145,513,4,3120.91,1,At-Risk Customers
17146,106,13,5852.64,2,Loyal Customers
17147,23,9,3199.95,2,Loyal Customers
17148,52,1,124.88,4,Dormant Customers
17149,451,1,143.10000000000002,4,Dormant Customers
17150,377,6,1357.95,1,At-Risk Customers
17151,735,1,231.90000000000003,4,Dormant Customers
17152,195,4,2016.5,1,At-Risk Customers
17153,24,1,213.78,3,New / Developing Customers
17154,75,1,329.34,3,New / Developing Customers
17155,18,7,892.46,2,Loyal Customers
17156,492,1,591.87,4,Dormant Customers
17157,8,19,5151.9,0,Champions
17158,32,5,1980.0,2,Loyal Customers
17159,22,5,2099.59,2,Loyal Customers
17160,31,17,10209.16,0,Champions
17161,444,1,856.01,4,Dormant Customers
17162,29,10,1715.46,2,Loyal Customers
17163,22,4,699.78,3,New / Developing Customers
17164,33,7,2467.35,2,Loyal Customers
17165,284,6,1794.32,1,At-Risk Customers
17166,39,2,206.34,3,New / Developing Customers
17167,380,3,867.11,1,At-Risk Customers
17168,499,1,400.2,4,Dormant Customers
17169,58,3,1156.73,3,New / Developing Customers
17170,374,2,178.68,4,Dormant Customers
17171,289,2,384.59,4,Dormant Customers
17172,79,3,956.5699999999999,1,At-Risk Customers
17173,5,8,3766.6,2,Loyal Customers
17174,218,1,59.9,4,Dormant Customers
17175,44,4,1443.69,3,New / Developing Customers
17176,202,3,902.3199999999999,1,At-Risk Customers
17177,505,1,119.5,4,Dormant Customers
17178,731,1,432.96,4,Dormant Customers
17179,178,6,1507.26,1,At-Risk Customers
17180,56,11,2236.77,2,Loyal Customers
17181,57,3,309.85,3,New / Developing Customers
17182,423,2,321.3,4,Dormant Customers
17183,8,6,3347.31,2,Loyal Customers
17184,569,2,198.41000000000003,4,Dormant Customers
17185,592,3,229.46,4,Dormant Customers
17186,47,2,144.0,3,New / Developing Customers
17187,227,2,467.71,4,Dormant Customers
17188,11,13,4592.93,2,Loyal Customers
17189,106,5,953.63,1,At-Risk Customers
17190,59,7,1726.57,2,Loyal Customers
17191,28,15,4310.34,2,Loyal Customers
17192,536,1,75.28,4,Dormant Customers
17193,36,9,2310.04,2,Loyal Customers
17194,274,3,812.5,1,At-Risk Customers
17195,655,1,562.98,4,Dormant Customers
17196,428,1,327.75,4,Dormant Customers
17197,30,1,1013.01,3,New / Developing Customers
17198,24,3,692.22,3,New / Developing Customers
17199,582,1,135.04000000000002,4,Dormant Customers
17200,387,4,356.71,1,At-Risk Customers
17201,54,4,1143.1,3,New / Developing Customers
17202,421,1,160.65,4,Dormant Customers
17203,36,10,5564.09,2,Loyal Customers
17204,175,9,5504.6900000000005,2,Loyal Customers
17205,54,3,999.35,3,New / Developing Customers
17206,53,1,204.24,3,New / Developing Customers
17207,652,1,292.62,4,Dormant Customers
17208,396,1,111.15,4,Dormant Customers
17209,649,3,595.7,1,At-Risk Customers
17210,393,1,251.72,4,Dormant Customers
17211,27,13,3773.35,2,Loyal Customers
17212,253,3,794.41,1,At-Risk Customers
17213,40,13,4869.400000000001,2,Loyal Customers
17214,60,6,1059.1200000000001,2,Loyal Customers
17215,464,1,186.15,4,Dormant Customers
17216,554,1,63.6,4,Dormant Customers
17217,234,2,210.1,4,Dormant Customers
17218,4,18,3891.39,0,Champions
17219,32,2,259.13,3,New / Developing Customers
17220,24,21,4457.31,0,Champions
17221,7,5,976.62,3,New / Developing Customers
17222,65,6,1579.51,2,Loyal Customers
17223,310,3,558.04,1,At-Risk Customers
17224,501,1,100.86,4,Dormant Customers
17225,582,1,131.15,4,Dormant Customers
17226,309,3,895.47,1,At-Risk Customers
17227,19,12,1878.93,2,Loyal Customers
17228,16,13,2820.03,2,Loyal Customers
17229,96,2,318.76,4,Dormant Customers
17230,264,18,9388.49,2,Loyal Customers
17231,12,25,7064.8,0,Champions
17232,3,2,417.77,3,New / Developing Customers
17233,35,3,560.86,3,New / Developing Customers
17234,183,1,149.89000000000001,4,Dormant Customers
17235,25,8,1562.98,2,Loyal Customers
17236,13,12,1929.26,2,Loyal Customers
17237,11,4,994.13,3,New / Developing Customers
17238,3,32,7331.67,0,Champions
17239,313,4,1189.45,1,At-Risk Customers
17240,596,1,130.6,4,Dormant Customers
17241,385,12,2736.64,1,At-Risk Customers
17242,108,5,2889.28,1,At-Risk Customers
17243,1,69,20203.58,0,Champions
17244,53,5,1826.04,2,Loyal Customers
17245,205,2,371.63,4,Dormant Customers
17246,547,2,38.92,4,Dormant Customers
17247,15,1,280.09000000000003,3,New / Developing Customers
17248,120,2,500.54,1,At-Risk Customers
17249,429,1,68.03,4,Dormant Customers
17250,4,2,381.97,3,New / Developing Customers
17251,363,3,798.98,1,At-Risk Customers
17252,117,2,348.91,4,Dormant Customers
17253,18,1,178.26,3,New / Developing Customers
17254,5,3,469.48,3,New / Developing Customers
17255,41,4,781.7,3,New / Developing Customers
17256,107,5,498.93,1,At-Risk Customers
17257,436,2,189.78,4,Dormant Customers
17258,397,2,417.3,4,Dormant Customers
17259,148,6,1452.39,1,At-Risk Customers
17260,411,1,120.95,4,Dormant Customers
17261,510,1,221.59,4,Dormant Customers
17262,52,11,2488.76,2,Loyal Customers
17263,208,1,63.440000000000005,4,Dormant Customers
17264,424,1,268.28,4,Dormant Customers
17265,139,2,550.01,1,At-Risk Customers
17266,2,5,501.71999999999997,3,New / Developing Customers
17267,127,2,317.2,4,Dormant Customers
17268,108,11,1733.8899999999999,2,Loyal Customers
17269,386,1,491.81,4,Dormant Customers
17270,469,2,601.4499999999999,1,At-Risk Customers
17271,736,1,204.3,4,Dormant Customers
17272,42,4,2148.63,2,Loyal Customers
17273,424,1,141.12,4,Dormant Customers
17274,35,2,573.22,3,New / Developing Customers
17275,383,1,114.1,4,Dormant Customers
17276,402,1,502.49,4,Dormant Customers
17277,228,2,1065.3500000000001,1,At-Risk Customers
17278,241,2,271.24,4,Dormant Customers
17279,58,1,187.82999999999998,3,New / Developing Customers
17280,438,1,118.85999999999999,4,Dormant Customers
17281,374,6,797.8499999999999,1,At-Risk Customers
17282,130,5,2308.54,1,At-Risk Customers
17283,379,1,188.46,4,Dormant Customers
17284,60,8,2788.06,2,Loyal Customers
17285,628,2,407.94,4,Dormant Customers
17286,22,3,389.18,3,New / Developing Customers
17287,26,21,3826.86,2,Loyal Customers
17288,9,11,2468.43,2,Loyal Customers
17289,32,9,2041.8,2,Loyal Customers
17290,4,8,1487.96,2,Loyal Customers
17291,308,1,550.8000000000001,4,Dormant Customers
17292,472,2,271.75,4,Dormant Customers
17293,8,17,3750.63,0,Champions
17294,669,2,467.78999999999996,4,Dormant Customers
17295,29,3,547.0,3,New / Developing Customers
17296,730,1,338.13,4,Dormant Customers
17297,17,1,128.18,3,New / Developing Customers
17298,101,5,954.26,1,At-Risk Customers
17299,12,6,993.23,2,Loyal Customers
17300,391,2,393.64,4,Dormant Customers
17301,21,2,294.39,3,New / Developing Customers
17302,15,5,1135.63,3,New / Developing Customers
17303,361,1,250.04,4,Dormant Customers
17304,534,1,111.5,4,Dormant Customers
17305,649,1,2135.46,1,At-Risk Customers
17306,11,21,9782.35,0,Champions
17307,395,11,3999.8900000000003,1,At-Risk Customers
17308,393,2,4511.76,1,At-Risk Customers
17309,95,3,320.39,3,New / Developing Customers
17310,387,2,1025.1,1,At-Risk Customers
17311,78,6,3566.56,2,Loyal Customers
17312,139,3,644.3,1,At-Risk Customers
17313,31,1,2328.84,3,New / Developing Customers
17314,25,17,4904.43,2,Loyal Customers
17315,2,43,9599.58,0,Champions
17316,420,1,124.45,4,Dormant Customers
17317,46,3,2600.34,2,Loyal Customers
17318,725,1,157.32999999999998,4,Dormant Customers
17319,669,1,29.1,4,Dormant Customers
17320,100,6,2444.85,2,Loyal Customers
17321,8,6,1665.21,2,Loyal Customers
17322,376,5,922.59,1,At-Risk Customers
17323,15,12,1551.04,2,Loyal Customers
17324,18,12,2171.07,2,Loyal Customers
17325,280,3,609.5699999999999,1,At-Risk Customers
17326,408,2,312.35,4,Dormant Customers
17327,410,2,152.35,4,Dormant Customers
17328,673,1,104.7,4,Dormant Customers
17329,14,5,998.53,3,New / Developing Customers
17330,23,4,423.8,3,New / Developing Customers
17331,124,1,175.2,4,Dormant Customers
17332,528,5,838.27,1,At-Risk Customers
17333,86,1,494.25,3,New / Developing Customers
17334,302,3,635.15,1,At-Risk Customers
17335,384,2,497.04,4,Dormant Customers
17336,472,1,81.12,4,Dormant Customers
17337,151,4,1981.06,1,At-Risk Customers
17338,17,17,11889.33,0,Champions
17339,94,3,302.36,3,New / Developing Customers
17340,30,18,19617.95,0,Champions
17341,157,5,1272.21,1,At-Risk Customers
17342,380,4,1227.54,1,At-Risk Customers
17343,355,6,1259.94,1,At-Risk Customers
17344,46,2,457.36,3,New / Developing Customers
17345,15,10,1586.6299999999999,2,Loyal Customers
17346,4,26,4998.61,0,Champions
17347,86,1,228.96,4,Dormant Customers
17348,15,9,2442.29,2,Loyal Customers
17349,179,5,772.41,1,At-Risk Customers
17350,8,7,1893.701,2,Loyal Customers
17351,36,12,1988.23,2,Loyal Customers
17352,696,1,36.25,4,Dormant Customers
17353,129,4,3242.0,1,At-Risk Customers
17354,51,4,3133.96,2,Loyal Customers
17355,386,1,273.31,4,Dormant Customers
17356,312,5,946.47,1,At-Risk Customers
17357,24,2,384.39,3,New / Developing Customers
17358,303,5,861.01,1,At-Risk Customers
17359,11,2,284.46,3,New / Developing Customers
17360,17,6,1200.51,2,Loyal Customers
17361,49,5,871.79,3,New / Developing Customers
17362,239,7,1024.04,1,At-Risk Customers
17363,395,3,920.46,1,At-Risk Customers
17364,1,28,11972.92,0,Champions
17365,13,15,8184.49,0,Champions
17366,432,2,1077.24,1,At-Risk Customers
17367,238,1,167.55,4,Dormant Customers
17368,23,14,2758.29,2,Loyal Customers
17369,456,1,979.1999999999999,1,At-Risk Customers
17370,73,4,446.18,3,New / Developing Customers
17371,17,6,655.37,3,New / Developing Customers
17372,41,28,4347.31,0,Champions
17373,40,7,1167.5,2,Loyal Customers
17374,219,3,727.11,1,At-Risk Customers
17375,199,4,660.55,1,At-Risk Customers
17376,71,4,453.64,3,New / Developing Customers
17377,24,78,17644.27,0,Champions
17378,374,1,10.95,4,Dormant Customers
17379,11,1,389.71999999999997,3,New / Developing Customers
17380,434,3,645.0,1,At-Risk Customers
17381,9,38,36398.65,0,Champions
17382,65,8,902.28,2,Loyal Customers
17383,4,2,304.09,3,New / Developing Customers
17384,19,3,507.55,3,New / Developing Customers
17385,15,1,256.11,3,New / Developing Customers
17386,8,7,2812.77,2,Loyal Customers
17387,20,2,746.81,3,New / Developing Customers
17388,78,11,2675.37,2,Loyal Customers
17389,1,61,57215.33,0,Champions
17390,421,1,149.3,4,Dormant Customers
17391,164,2,508.8,1,At-Risk Customers
17392,307,3,585.92,1,At-Risk Customers
17393,411,2,381.15,4,Dormant Customers
17394,219,1,203.86999999999998,4,Dormant Customers
17395,508,1,97.5,4,Dormant Customers
17396,39,14,8409.6,2,Loyal Customers
17397,22,3,1198.28,3,New / Developing Customers
17398,115,3,653.38,1,At-Risk Customers
17400,126,8,4623.28,2,Loyal Customers
17401,541,1,114.85,4,Dormant Customers
17402,5,23,4635.5599999999995,0,Champions
17403,36,2,382.87,3,New / Developing Customers
17404,4,23,47781.12,0,Champions
17405,1,3,1031.41,3,New / Developing Customers
17406,333,13,4186.95,2,Loyal Customers
17407,412,1,552.9,4,Dormant Customers
17408,163,3,316.09000000000003,4,Dormant Customers
17409,185,10,7793.51,2,Loyal Customers
17410,16,5,1214.72,2,Loyal Customers
17411,12,5,1425.38,2,Loyal Customers
17412,3,16,4220.22,0,Champions
17413,405,2,560.14,1,At-Risk Customers
17414,44,6,2249.52,2,Loyal Customers
17415,80,1,507.84,3,New / Developing Customers
17416,30,22,17298.45,0,Champions
17417,549,1,164.18,4,Dormant Customers
17418,42,3,670.0600000000001,3,New / Developing Customers
17419,11,18,6126.25,0,Champions
17420,50,6,953.58,2,Loyal Customers
17421,386,3,1059.41,1,At-Risk Customers
17422,16,11,3594.76,2,Loyal Customers
17423,46,3,1118.95,3,New / Developing Customers
17425,19,2,759.17,3,New / Developing Customers
17426,8,13,8077.77,0,Champions
17427,72,1,100.8,4,Dormant Customers
17428,1,45,31466.760000000002,0,Champions
17429,128,5,1357.46,1,At-Risk Customers
17430,33,4,622.57,3,New / Developing Customers
17431,313,1,403.3,4,Dormant Customers
17432,18,9,1728.99,2,Loyal Customers
17433,88,2,569.96,3,New / Developing Customers
17434,2,7,2373.82,2,Loyal Customers
17435,411,1,331.35,4,Dormant Customers
17436,2,5,534.06,3,New / Developing Customers
17437,530,1,369.68,4,Dormant Customers
17438,254,5,1422.77,1,At-Risk Customers
17439,656,1,325.74,4,Dormant Customers
17440,157,4,323.58,1,At-Risk Customers
17441,732,1,293.35,4,Dormant Customers
17442,37,15,4620.3,2,Loyal Customers
17443,220,1,534.24,4,Dormant Customers
17444,148,3,2940.04,1,At-Risk Customers
17446,177,2,120.9,4,Dormant Customers
17447,40,2,541.53,3,New / Developing Customers
17448,497,46,14523.67,0,Champions
17449,2,13,4868.15,0,Champions
17450,8,51,244784.25,0,Champions
17451,1,7,1721.4,2,Loyal Customers
17453,18,2,486.71999999999997,3,New / Developing Customers
17454,192,10,1547.94,1,At-Risk Customers
17455,204,1,131.7,4,Dormant Customers
17456,365,2,975.5600000000001,1,At-Risk Customers
17457,127,14,5984.8099999999995,2,Loyal Customers
17458,15,2,529.58,3,New / Developing Customers
17459,43,2,657.3,3,New / Developing Customers
17460,94,16,2157.9700000000003,2,Loyal Customers
17461,23,3,735.82,3,New / Developing Customers
17462,60,2,675.69,3,New / Developing Customers
17463,16,7,2535.26,2,Loyal Customers
17464,158,3,907.14,1,At-Risk Customers
17465,426,7,2542.79,1,At-Risk Customers
17466,10,2,763.28,3,New / Developing Customers
17467,395,1,102.6,4,Dormant Customers
17468,10,3,194.8,3,New / Developing Customers
17469,16,17,5051.25,0,Champions
17470,45,11,2626.47,2,Loyal Customers
17471,475,1,321.65000000000003,4,Dormant Customers
17472,191,4,922.35,1,At-Risk Customers
17473,409,2,607.0,1,At-Risk Customers
17474,600,1,1047.0,1,At-Risk Customers
17475,79,1,194.37,4,Dormant Customers
17476,396,2,489.86,4,Dormant Customers
17477,613,2,1144.3,1,At-Risk Customers
17478,408,2,1272.8,1,At-Risk Customers
17479,633,1,389.26000000000005,4,Dormant Customers
17480,78,2,882.23,3,New / Developing Customers
17481,4,4,1255.59,3,New / Developing Customers
17482,487,2,775.64,1,At-Risk Customers
17483,65,4,591.73,3,New / Developing Customers
17484,576,2,209.57,4,Dormant Customers
17486,261,1,396.87,4,Dormant Customers
17487,728,1,160.55,4,Dormant Customers
17488,641,1,336.5,4,Dormant Customers
17489,59,2,376.64,3,New / Developing Customers
17490,1,9,2750.5,2,Loyal Customers
17491,1,17,5653.67,0,Champions
17492,248,3,1122.42,1,At-Risk Customers
17493,385,1,100.91000000000001,4,Dormant Customers
17494,502,1,54.699999999999996,4,Dormant Customers
17495,8,3,806.72,3,New / Developing Customers
17496,359,4,1412.89,1,At-Risk Customers
17497,390,2,287.25,4,Dormant Customers
17498,76,1,272.22,4,Dormant Customers
17499,290,2,1341.39,1,At-Risk Customers
17500,17,3,1138.0,3,New / Developing Customers
17501,221,2,288.6,4,Dormant Customers
17502,9,4,689.1,3,New / Developing Customers
17503,3,2,558.96,3,New / Developing Customers
17504,206,18,9490.17,2,Loyal Customers
17505,162,5,2435.48,1,At-Risk Customers
17506,76,1,302.2,4,Dormant Customers
17507,262,2,605.58,1,At-Risk Customers
17508,281,8,4579.23,1,At-Risk Customers
17509,58,8,6083.64,2,Loyal Customers
17510,25,2,514.56,3,New / Developing Customers
17511,3,60,172132.87,0,Champions
17512,29,18,5467.820000000001,2,Loyal Customers
17513,72,3,1158.8,1,At-Risk Customers
17514,128,2,522.0,1,At-Risk Customers
17515,31,9,1602.51,2,Loyal Customers
17516,15,6,947.5,2,Loyal Customers
17517,309,1,153.94,4,Dormant Customers
17518,426,2,329.42,4,Dormant Customers
17519,17,15,4774.17,2,Loyal Customers
17520,54,1,546.81,3,New / Developing Customers
17521,30,5,1278.06,2,Loyal Customers
17522,2,5,1070.71,3,New / Developing Customers
17523,11,4,652.74,3,New / Developing Customers
17524,361,3,539.14,1,At-Risk Customers
17525,360,3,1161.9,1,At-Risk Customers
17526,5,12,3939.24,2,Loyal Customers
17527,54,4,939.37,3,New / Developing Customers
17528,1,8,3628.5,2,Loyal Customers
17529,610,2,1240.25,1,At-Risk Customers
17530,1,12,2791.69,0,Champions
17531,190,3,1266.82,1,At-Risk Customers
17532,386,1,65.34,4,Dormant Customers
17533,435,1,34.8,4,Dormant Customers
17534,54,5,1668.83,2,Loyal Customers
17535,280,1,164.4,4,Dormant Customers
17536,177,3,364.83,1,At-Risk Customers
17537,30,2,887.67,3,New / Developing Customers
17538,26,1,98.42,3,New / Developing Customers
17539,618,4,1176.84,1,At-Risk Customers
17540,25,6,1590.6000000000001,2,Loyal Customers
17541,510,1,119.86,4,Dormant Customers
17542,270,3,340.85,4,Dormant Customers
17543,550,1,120.05,4,Dormant Customers
17544,390,3,944.82,1,At-Risk Customers
17545,43,6,1409.8600000000001,2,Loyal Customers
17547,376,2,727.85,1,At-Risk Customers
17548,234,4,731.26,1,At-Risk Customers
17549,24,2,148.86,3,New / Developing Customers
17550,197,9,2506.64,1,At-Risk Customers
17551,359,1,290.34,4,Dormant Customers
17552,60,12,2786.77,2,Loyal Customers
17553,130,4,3757.6,1,At-Risk Customers
17554,1,5,1952.45,2,Loyal Customers
17555,20,5,1045.74,3,New / Developing Customers
17556,206,2,300.67,4,Dormant Customers
17557,14,4,575.46,3,New / Developing Customers
17558,393,1,259.17,4,Dormant Customers
17559,513,1,167.62,4,Dormant Customers
17560,95,8,1895.8,2,Loyal Customers
17561,19,4,703.02,3,New / Developing Customers
17562,14,7,1122.38,2,Loyal Customers
17563,578,2,392.38,4,Dormant Customers
17564,24,3,454.01,3,New / Developing Customers
17565,587,1,131.83,4,Dormant Customers
17566,8,2,869.77,3,New / Developing Customers
17567,7,9,4838.08,2,Loyal Customers
17568,633,1,374.45,4,Dormant Customers
17569,332,1,344.14,4,Dormant Customers
17570,382,1,100.0,4,Dormant Customers
17571,50,5,1630.91,2,Loyal Customers
17572,71,10,652.21,2,Loyal Customers
17573,29,3,380.6,3,New / Developing Customers
17574,243,1,185.65,4,Dormant Customers
17575,667,1,171.7,4,Dormant Customers
17576,8,41,8711.95,0,Champions
17577,645,2,348.75,4,Dormant Customers
17578,218,7,1047.33,1,At-Risk Customers
17579,5,4,753.28,3,New / Developing Customers
17580,253,5,541.02,1,At-Risk Customers
17581,1,43,17951.17,0,Champions
17582,236,5,1446.95,1,At-Risk Customers
17583,560,1,135.95,4,Dormant Customers
17584,7,6,5309.42,2,Loyal Customers
17585,109,7,2064.71,2,Loyal Customers
17586,619,1,167.4,4,Dormant Customers
17587,628,1,176.71,4,Dormant Customers
17588,100,7,2939.55,2,Loyal Customers
17589,60,18,13837.94,0,Champions
17590,2,3,1468.02,3,New / Developing Customers
17591,73,8,2339.32,2,Loyal Customers
17592,739,1,148.3,4,Dormant Customers
17593,4,11,8092.32,0,Champions
17594,85,4,2497.88,1,At-Risk Customers
17595,12,2,386.69,3,New / Developing Customers
17596,23,13,4491.46,2,Loyal Customers
17597,214,5,3484.09,1,At-Risk Customers
17598,381,1,409.98,4,Dormant Customers
17599,478,1,52.05,4,Dormant Customers
17600,18,1,161.67000000000002,3,New / Developing Customers
17601,239,2,413.08,4,Dormant Customers
17602,2,14,7354.43,0,Champions
17603,78,4,1788.38,1,At-Risk Customers
17604,217,6,942.38,1,At-Risk Customers
17605,590,1,160.75,4,Dormant Customers
17606,737,1,87.30000000000001,4,Dormant Customers
17607,376,1,333.81,4,Dormant Customers
17608,33,4,488.06,3,New / Developing Customers
17609,41,11,1887.8999999999999,2,Loyal Customers
17610,540,5,1511.94,1,At-Risk Customers
17611,7,28,8337.53,0,Champions
17612,53,18,5394.86,2,Loyal Customers
17613,23,14,4544.55,2,Loyal Customers
17614,57,1,386.32,3,New / Developing Customers
17615,130,6,721.8,1,At-Risk Customers
17616,174,4,734.4,1,At-Risk Customers
17617,559,1,385.19,4,Dormant Customers
17618,6,11,4001.64,2,Loyal Customers
17619,312,1,214.37,4,Dormant Customers
17620,60,1,81.44,4,Dormant Customers
17621,21,6,3175.12,2,Loyal Customers
17622,598,2,1130.21,1,At-Risk Customers
17623,33,7,2365.77,2,Loyal Customers
17624,15,4,1568.63,3,New / Developing Customers
17625,18,8,5978.9,2,Loyal Customers
17626,603,1,254.0,4,Dormant Customers
17627,479,1,296.36,4,Dormant Customers
17628,81,1,75.75,4,Dormant Customers
17629,6,10,2455.52,2,Loyal Customers
17630,170,2,503.59999999999997,1,At-Risk Customers
17631,2,7,998.49,2,Loyal Customers
17633,31,7,2057.39,2,Loyal Customers
17634,36,9,2358.59,2,Loyal Customers
17635,424,3,1265.58,1,At-Risk Customers
17636,19,1,285.56,3,New / Developing Customers
17637,31,2,547.0600000000001,3,New / Developing Customers
17638,647,2,842.4,1,At-Risk Customers
17639,276,6,615.17,1,At-Risk Customers
17640,87,6,3168.94,2,Loyal Customers
17642,120,5,1824.49,1,At-Risk Customers
17643,373,2,439.7,4,Dormant Customers
17644,1,20,6028.6,0,Champions
17646,219,12,3898.79,2,Loyal Customers
17647,65,3,331.65999999999997,3,New / Developing Customers
17648,61,5,2216.37,2,Loyal Customers
17649,138,3,1578.89,1,At-Risk Customers
17650,21,1,166.08,3,New / Developing Customers
17651,12,16,5703.52,0,Champions
17652,25,12,4867.72,2,Loyal Customers
17653,37,4,1207.56,3,New / Developing Customers
17654,277,1,117.55,4,Dormant Customers
17655,11,9,2976.38,2,Loyal Customers
